category,subcategory,name,sku,price,old_price,discount,rating,reviews,parsed_date,product_url
Кольца,Мужские кольца,Золотое обручальное кольцо,3540657,31 372 ₽,114 070 ₽,−72%,5,65,2025-08-28,https://www.585zolotoy.ru/catalog/products/3540657
Кольца,Кольца из красного золота,Золотое кольцо с бриллиантами,1406140,22 544 ₽,81 980 ₽,−73%,5,15,2025-08-28,https://www.585zolotoy.ru/catalog/products/1406140
Кольца,Кольца из красного золота,Золотое кольцо с фианитами,1265627,8 195 ₽,29 800 ₽,−72%,5,52,2025-08-28,https://www.585zolotoy.ru/catalog/products/1265627
Кольца,Кольца из красного золота,Золотое кольцо с сапфирами и бриллиантами,1959119,37 394 ₽,135 980 ₽,−73%,5,2,2025-08-28,https://www.585zolotoy.ru/catalog/products/1959119
Кольца,Кольца из красного золота,Золотое кольцо с бриллиантами,1578536,21 495 ₽,85 980 ₽,−75%,5,10,2025-08-28,https://www.585zolotoy.ru/catalog/products/1578536
Кольца,Кольца из красного золота,Золотое кольцо с сапфирами выращенными,1835426,9 784 ₽,35 580 ₽,−73%,5,26,2025-08-28,https://www.585zolotoy.ru/catalog/products/1835426
Кольца,Кольца из красного золота,Золотое кольцо с топазом London и фианитами,1852785,12 995 ₽,51 980 ₽,−75%,5,24,2025-08-28,https://www.585zolotoy.ru/catalog/products/1852785
Кольца,Кольца из красного золота,Золотое кольцо с бриллиантами,1593061,35 194 ₽,127 980 ₽,−73%,5,1,2025-08-28,https://www.585zolotoy.ru/catalog/products/1593061
Кольца,Кольца из красного золота,Золотое кольцо с рубином и бриллиантами,1317391,51 495 ₽,205 980 ₽,−75%,5,1,2025-08-28,https://www.585zolotoy.ru/catalog/products/1317391
Кольца,Мужские кольца,Золотое обручальное кольцо,2004442,37 548 ₽,136 540 ₽,−73%,5,34,2025-08-28,https://www.585zolotoy.ru/catalog/products/2004442
Кольца,Кольца из красного золота,Золотое кольцо с фианитами,1583329,7 700 ₽,30 790 ₽,−75%,5,32,2025-08-28,https://www.585zolotoy.ru/catalog/products/1583329
Кольца,Кольца из красного золота,Золотое кольцо с бриллиантами,1847456,48 495 ₽,193 980 ₽,−75%,5,7,2025-08-28,https://www.585zolotoy.ru/catalog/products/1847456
Кольца,Мужские кольца,Золотое обручальное кольцо,6870648,21 355 ₽,85 410 ₽,−75%,5,132,2025-08-28,https://www.585zolotoy.ru/catalog/products/6870648
Кольца,Мужские кольца,Серебряное обручальное кольцо,8047523,1 690 ₽,3 380 ₽,−50%,5,107,2025-08-28,https://www.585zolotoy.ru/catalog/products/8047523
Кольца,Кольца из красного золота,Золотое кольцо с изумрудом выращенным и бриллиантами,1564165,26 095 ₽,115 980 ₽,−78%,5,28,2025-08-28,https://www.585zolotoy.ru/catalog/products/1564165
Кольца,Мужские кольца,Золотая печатка с агатами и бриллиантом,8358040,27 494 ₽,99 980 ₽,−73%,5,37,2025-08-28,https://www.585zolotoy.ru/catalog/products/8358040
Кольца,Кольца из красного золота,Золотое кольцо с бриллиантами,1713754,14 490 ₽,28 980 ₽,−50%,5,101,2025-08-28,https://www.585zolotoy.ru/catalog/products/1713754
Кольца,Кольца из красного золота,Золотое кольцо с имитацией кварца и фианитами,1019641,21 495 ₽,85 980 ₽,−75%,5,42,2025-08-28,https://www.585zolotoy.ru/catalog/products/1019641
Кольца,Кольца из красного золота,Золотое кольцо с бриллиантами,1487057,29 995 ₽,119 980 ₽,−75%,5,6,2025-08-28,https://www.585zolotoy.ru/catalog/products/1487057
Кольца,Кольца из красного золота,Золотое кольцо с бриллиантами,1240932,39 995 ₽,159 980 ₽,−75%,5,3,2025-08-28,https://www.585zolotoy.ru/catalog/products/1240932
Кольца,Кольца из красного золота,Золотое кольцо с гранатом,1629958,19 990 ₽,39 980 ₽,−50%,5,64,2025-08-28,https://www.585zolotoy.ru/catalog/products/1629958
Кольца,Кольца из красного золота,Золотое кольцо с фианитами,1565208,29 546 ₽,107 430 ₽,−72%,5,38,2025-08-28,https://www.585zolotoy.ru/catalog/products/1565208
Кольца,Кольца из красного золота,Золотое обручальное кольцо с бриллиантом,6441334,31 995 ₽,127 980 ₽,−75%,5,7,2025-08-28,https://www.585zolotoy.ru/catalog/products/6441334
Кольца,Кольца из красного золота,Золотое кольцо с фианитами,1664229,8 865 ₽,39 400 ₽,−78%,5,21,2025-08-28,https://www.585zolotoy.ru/catalog/products/1664229
Кольца,Мужские кольца,Золотая печатка с фианитами,8369212,22 990 ₽,45 980 ₽,−50%,5,106,2025-08-28,https://www.585zolotoy.ru/catalog/products/8369212
Кольца,Мужские кольца,Серебряное обручальное кольцо,8010107,1 590 ₽,3 180 ₽,−50%,5,81,2025-08-28,https://www.585zolotoy.ru/catalog/products/8010107
Кольца,Мужские кольца,Золотая печатка,6404968,48 015 ₽,174 600 ₽,−72%,5,21,2025-08-28,https://www.585zolotoy.ru/catalog/products/6404968
Кольца,Кольца из красного золота,Золотое кольцо с топазом Sky,1842350,17 990 ₽,35 980 ₽,−50%,5,86,2025-08-28,https://www.585zolotoy.ru/catalog/products/1842350
Тренды ювелирных украшений,Ювелирная база,Золотое кольцо с бриллиантом,1840984,26 990 ₽,53 980 ₽,−50%,5,33,2025-08-28,https://www.585zolotoy.ru/catalog/products/1840984
Кольца,Кольца из красного золота,Золотое кольцо с фианитами,9001466,9 515 ₽,34 590 ₽,−72%,5,3,2025-08-28,https://www.585zolotoy.ru/catalog/products/9001466
Кольца,Мужские кольца,Золотая печатка с фианитом,9001859,22 522 ₽,81 900 ₽,−73%,5,5,2025-08-28,https://www.585zolotoy.ru/catalog/products/9001859
Кольца,Кольца из красного золота,Золотое кольцо с фианитами,9001805,15 268 ₽,55 510 ₽,−72%,5,4,2025-08-28,https://www.585zolotoy.ru/catalog/products/9001805
Кольца,Кольца из красного золота,Золотое кольцо с топазом Sky и фианитами,1651245,20 990 ₽,41 980 ₽,−50%,5,40,2025-08-28,https://www.585zolotoy.ru/catalog/products/1651245
Тренды ювелирных украшений,Стильное серебро,Серебряное кольцо с фианитами,1445568,1 890 ₽,3 780 ₽,−50%,5,88,2025-08-28,https://www.585zolotoy.ru/catalog/products/1445568
Кольца,Кольца из красного золота,Золотое кольцо с бриллиантами,1912050,33 544 ₽,121 980 ₽,−73%,5,4,2025-08-28,https://www.585zolotoy.ru/catalog/products/1912050
Кольца,Мужские кольца,Золотое обручальное кольцо,1045560,21 208 ₽,77 110 ₽,−72%,5,745,2025-08-28,https://www.585zolotoy.ru/catalog/products/1045560
Кольца,Кольца из красного золота,Золотое кольцо с бриллиантами,1003195,4 990 ₽,9 980 ₽,−50%,5,75,2025-08-28,https://www.585zolotoy.ru/catalog/products/1003195
Тренды ювелирных украшений,Ювелирная база,Золотое кольцо с  бриллиантом,1419857,42 344 ₽,153 980 ₽,−73%,5,8,2025-08-28,https://www.585zolotoy.ru/catalog/products/1419857
Кольца,Кольца из красного золота,Золотое кольцо с фианитом,4837082,15 490 ₽,30 980 ₽,−50%,5,83,2025-08-28,https://www.585zolotoy.ru/catalog/products/4837082
Кольца,Мужские кольца,Золотое обручальное кольцо Comfort fit,1318392,36 267 ₽,131 880 ₽,−72%,5,19,2025-08-28,https://www.585zolotoy.ru/catalog/products/1318392
Кольца,Мужские кольца,Золотая печатка с рубинами выращенными,1154784,35 696 ₽,203 980 ₽,−83%,5,3,2025-08-28,https://www.585zolotoy.ru/catalog/products/1154784
Кольца,Кольца из красного золота,Золотое кольцо с фианитами,1060650,6 490 ₽,12 980 ₽,−50%,5,11,2025-08-28,https://www.585zolotoy.ru/catalog/products/1060650
Кольца,Широкие кольца,Золотое кольцо с бриллиантами,1065086,35 194 ₽,127 980 ₽,−73%,5,3,2025-08-28,https://www.585zolotoy.ru/catalog/products/1065086
Кольца,Кольца из красного золота,Золотое кольцо с изумрудом выращенным и бриллиантами,1337810,16 490 ₽,32 980 ₽,−50%,5,171,2025-08-28,https://www.585zolotoy.ru/catalog/products/1337810
Тренды ювелирных украшений,Ювелирная база,Золотое кольцо с бриллиантом,2245585,21 990 ₽,43 980 ₽,−50%,5,25,2025-08-28,https://www.585zolotoy.ru/catalog/products/2245585
Кольца,Женские кольца,Серебряное кольцо с фианитами,1795947,1 790 ₽,3 580 ₽,−50%,5,74,2025-08-28,https://www.585zolotoy.ru/catalog/products/1795947
